Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
3052,255.28,159.42,779114.56,486549.84,292564.72
4923,437.2,263.33,2152335.6,1296373.59,855962.01
6682,205.7,117.11,1374487.4,782529.02,591958.38
7866,437.2,263.33,3439015.2,2071353.78,1367661.42
5042,668.27,502.54,3369417.34,2533806.68,835610.66
6809,109.28,35.84,744087.52,244034.56,500052.96
8796,668.27,502.54,5878102.92,4420341.84,1457761.08
8665,651.21,524.96,5642734.65,4548778.4,1093956.25
1108,255.28,159.42,282850.24,176637.36,106212.88
2848,9.33,6.92,26571.84,19708.16,6863.68
7641,205.7,117.11,1571753.7,894837.51,676916.19
1273,205.7,117.11,261856.1,149081.03,112775.07
6560,437.2,263.33,2868032,1727444.8,1140587.2
8352,109.28,35.84,912706.56,299335.68,613370.88
8529,651.21,524.96,5554170.09,4477383.84,1076786.25
1002,421.89,364.69,422733.78,365419.38,57314.4
6712,421.89,364.69,2831725.68,2447799.28,383926.4
8635,421.89,364.69,3643020.15,3149098.15,493922
6773,47.45,31.79,321378.85,215313.67,106065.18
3165,109.28,35.84,345871.2,113433.6,232437.6
6877,205.7,117.11,1414598.9,805365.47,609233.43
9007,109.28,35.84,984284.96,322810.88,661474.08
7686,47.45,31.79,364700.7,244337.94,120362.76
3075,205.7,117.11,632527.5,360113.25,272414.25
2366,437.2,263.33,1034415.2,623038.78,411376.42
4782,109.28,35.84,522576.96,171386.88,351190.08
6580,421.89,364.69,2776036.2,2399660.2,376376
6044,109.28,35.84,660488.32,216616.96,443871.36
8492,205.7,117.11,1746804.4,994498.12,752306.28
1273,668.27,502.54,850707.71,639733.42,210974.29
8767,47.45,31.79,415994.15,278702.93,137291.22
7384,47.45,31.79,350370.8,234737.36,115633.44
568,47.45,31.79,26951.6,18056.72,8894.88
3792,668.27,502.54,2534079.84,1905631.68,628448.16
9560,651.21,524.96,6225567.6,5018617.6,1206950
2409,47.45,31.79,114307.05,76582.11,37724.94
3906,47.45,31.79,185339.7,124171.74,61167.96
7650,205.7,117.11,1573605,895891.5,677713.5
4271,9.33,6.92,39848.43,29555.32,10293.11
6430,152.58,97.44,981089.4,626539.2,354550.2
3819,154.06,90.93,588355.14,347261.67,241093.47
8162,205.7,117.11,1678923.4,955851.82,723071.58
8214,81.73,56.67,671330.22,465487.38,205842.84
4760,47.45,31.79,225862,151320.4,74541.6
5619,651.21,524.96,3659148.99,2949750.24,709398.75
639,47.45,31.79,30320.55,20313.81,10006.74
6700,668.27,502.54,4477409,3367018,1110391
2712,421.89,364.69,1144165.68,989039.28,155126.4
4619,9.33,6.92,43095.27,31963.48,11131.79
394,109.28,35.84,43056.32,14120.96,28935.36
5041,668.27,502.54,3368749.07,2533304.14,835444.93
5598,668.27,502.54,3740975.46,2813218.92,927756.54
6131,9.33,6.92,57202.23,42426.52,14775.71
2739,109.28,35.84,299317.92,98165.76,201152.16
8552,152.58,97.44,1304864.16,833306.88,471557.28
8731,668.27,502.54,5834665.37,4387676.74,1446988.63
5468,651.21,524.96,3560816.28,2870481.28,690335
2987,154.06,90.93,460177.22,271607.91,188569.31
2543,651.21,524.96,1656027.03,1334973.28,321053.75
7422,109.28,35.84,811076.16,266004.48,545071.68
7942,437.2,263.33,3472242.4,2091366.86,1380875.54
6450,421.89,364.69,2721190.5,2352250.5,368940
2328,81.73,56.67,190267.44,131927.76,58339.68
6985,205.7,117.11,1436814.5,818013.35,618801.15
8865,81.73,56.67,724536.45,502379.55,222156.9
8441,81.73,56.67,689882.93,478351.47,211531.46
3218,81.73,56.67,263007.14,182364.06,80643.08
2733,47.45,31.79,129680.85,86882.07,42798.78
3551,255.28,159.42,906499.28,566100.42,340398.86
4273,109.28,35.84,466953.44,153144.32,313809.12
528,668.27,502.54,352846.56,265341.12,87505.44
9976,421.89,364.69,4208774.64,3638147.44,570627.2
7312,421.89,364.69,3084859.68,2666613.28,418246.4
9257,154.06,90.93,1426133.42,841739.01,584394.41
9568,255.28,159.42,2442519.04,1525330.56,917188.48
4029,205.7,117.11,828765.3,471836.19,356929.11
5459,651.21,524.96,3554955.39,2865756.64,689198.75
8707,651.21,524.96,5670085.47,4570826.72,1099258.75
5651,109.28,35.84,617541.28,202531.84,415009.44
204,109.28,35.84,22293.12,7311.36,14981.76
3307,152.58,97.44,504582.06,322234.08,182347.98
7934,9.33,6.92,74024.22,54903.28,19120.94
4091,9.33,6.92,38169.03,28309.72,9859.31
3812,152.58,97.44,581634.96,371441.28,210193.68
6167,437.2,263.33,2696212.4,1623956.11,1072256.29
2252,205.7,117.11,463236.4,263731.72,199504.68
199,668.27,502.54,132985.73,100005.46,32980.27
167,421.89,364.69,70455.63,60903.23,9552.4
9351,421.89,364.69,3945093.39,3410216.19,534877.2
6973,437.2,263.33,3048595.6,1836200.09,1212395.51
9288,437.2,263.33,4060713.6,2445809.04,1614904.56
4582,255.28,159.42,1169692.96,730462.44,439230.52
8172,205.7,117.11,1680980.4,957022.92,723957.48
7409,668.27,502.54,4951212.43,3723318.86,1227893.57
6670,205.7,117.11,1372019,781123.7,590895.3
2367,421.89,364.69,998613.63,863221.23,135392.4
7944,205.7,117.11,1634080.8,930321.84,703758.96
8872,109.28,35.84,969532.16,317972.48,651559.68
7658,81.73,56.67,625888.34,433978.86,191909.48
8837,9.33,6.92,82449.21,61152.04,21297.17
3977,152.58,97.44,606810.66,387518.88,219291.78
6677,109.28,35.84,729662.56,239303.68,490358.88
7565,152.58,97.44,1154267.7,737133.6,417134.1
9304,421.89,364.69,3925264.56,3393075.76,532188.8
1585,651.21,524.96,1032167.85,832061.6,200106.25
6133,152.58,97.44,935773.14,597599.52,338173.62
1703,205.7,117.11,350307.1,199438.33,150868.77
9079,421.89,364.69,3830339.31,3311020.51,519318.8
6081,437.2,263.33,2658613.2,1601309.73,1057303.47
2556,437.2,263.33,1117483.2,673071.48,444411.72
5384,668.27,502.54,3597965.68,2705675.36,892290.32
3477,154.06,90.93,535666.62,316163.61,219503.01
2776,9.33,6.92,25900.08,19209.92,6690.16
1256,205.7,117.11,258359.2,147090.16,111269.04
3921,81.73,56.67,320463.33,222203.07,98260.26
7808,154.06,90.93,1202900.48,709981.44,492919.04
6983,47.45,31.79,331343.35,221989.57,109353.78
7546,109.28,35.84,824626.88,270448.64,554178.24
2627,9.33,6.92,24509.91,18178.84,6331.07
7386,668.27,502.54,4935842.22,3711760.44,1224081.78
4015,154.06,90.93,618550.9,365083.95,253466.95
6740,154.06,90.93,1038364.4,612868.2,425496.2
6813,109.28,35.84,744524.64,244177.92,500346.72
7523,81.73,56.67,614854.79,426328.41,188526.38
9185,109.28,35.84,1003736.8,329190.4,674546.4
4148,205.7,117.11,853243.6,485772.28,367471.32
1793,651.21,524.96,1167619.53,941253.28,226366.25
3531,9.33,6.92,32944.23,24434.52,8509.71
7804,651.21,524.96,5082042.84,4096787.84,985255
5085,9.33,6.92,47443.05,35188.2,12254.85
2879,154.06,90.93,443538.74,261787.47,181751.27
724,47.45,31.79,34353.8,23015.96,11337.84
5185,421.89,364.69,2187499.65,1890917.65,296582
4861,255.28,159.42,1240916.08,774940.62,465975.46
5384,152.58,97.44,821490.72,524616.96,296873.76
4413,152.58,97.44,673335.54,430002.72,243332.82
6641,437.2,263.33,2903445.2,1748774.53,1154670.67
8791,81.73,56.67,718488.43,498185.97,220302.46
4619,205.7,117.11,950128.3,540931.09,409197.21
9911,437.2,263.33,4333089.2,2609863.63,1723225.57
7484,109.28,35.84,817851.52,268226.56,549624.96
2186,9.33,6.92,20395.38,15127.12,5268.26
5898,154.06,90.93,908645.88,536305.14,372340.74
2531,9.33,6.92,23614.23,17514.52,6099.71
3026,421.89,364.69,1276639.14,1103551.94,173087.2
359,437.2,263.33,156954.8,94535.47,62419.33
4533,109.28,35.84,495366.24,162462.72,332903.52
7585,205.7,117.11,1560234.5,888279.35,671955.15
8581,651.21,524.96,5588033.01,4504681.76,1083351.25
8622,81.73,56.67,704676.06,488608.74,216067.32
5836,81.73,56.67,476976.28,330726.12,146250.16
385,205.7,117.11,79194.5,45087.35,34107.15
9461,255.28,159.42,2415204.08,1508272.62,906931.46
2288,109.28,35.84,250032.64,82001.92,168030.72
5120,205.7,117.11,1053184,599603.2,453580.8
6245,651.21,524.96,4066806.45,3278375.2,788431.25
978,9.33,6.92,9124.74,6767.76,2356.98
6669,152.58,97.44,1017556.02,649827.36,367728.66
7698,651.21,524.96,5013014.58,4041142.08,971872.5
476,9.33,6.92,4441.08,3293.92,1147.16
8445,421.89,364.69,3562861.05,3079807.05,483054
7078,255.28,159.42,1806871.84,1128374.76,678497.08
8882,47.45,31.79,421450.9,282358.78,139092.12
8391,152.58,97.44,1280298.78,817619.04,462679.74
7173,47.45,31.79,340358.85,228029.67,112329.18
8828,81.73,56.67,721512.44,500282.76,221229.68
3984,81.73,56.67,325612.32,225773.28,99839.04
5303,651.21,524.96,3453366.63,2783862.88,669503.75
2477,109.28,35.84,270686.56,88775.68,181910.88
7230,668.27,502.54,4831592.1,3633364.2,1198227.9
8317,152.58,97.44,1269007.86,810408.48,458599.38
6524,9.33,6.92,60868.92,45146.08,15722.84
9668,437.2,263.33,4226849.6,2545874.44,1680975.16
7598,668.27,502.54,5077515.46,3818298.92,1259216.54
7193,109.28,35.84,786051.04,257797.12,528253.92
7366,651.21,524.96,4796812.86,3866855.36,929957.5
4058,651.21,524.96,2642610.18,2130287.68,512322.5
5243,81.73,56.67,428510.39,297120.81,131389.58
5926,668.27,502.54,3960168.02,2978052.04,982115.98
3143,437.2,263.33,1374119.6,827646.19,546473.41
961,152.58,97.44,146629.38,93639.84,52989.54
5479,152.58,97.44,835985.82,533873.76,302112.06
9827,109.28,35.84,1073894.56,352199.68,721694.88
9166,152.58,97.44,1398548.28,893135.04,505413.24
5688,651.21,524.96,3704082.48,2985972.48,718110
3617,421.89,364.69,1525976.13,1319083.73,206892.4
4209,9.33,6.92,39269.97,29126.28,10143.69
748,81.73,56.67,61134.04,42389.16,18744.88
3553,421.89,364.69,1498975.17,1295743.57,203231.6
4971,152.58,97.44,758475.18,484374.24,274100.94
4384,154.06,90.93,675399.04,398637.12,276761.92
3202,81.73,56.67,261699.46,181457.34,80242.12
9867,154.06,90.93,1520110.02,897206.31,622903.71
4853,205.7,117.11,998262.1,568334.83,429927.27
5665,9.33,6.92,52854.45,39201.8,13652.65
1840,205.7,117.11,378488,215482.4,163005.6
9943,437.2,263.33,4347079.6,2618290.19,1728789.41
8575,651.21,524.96,5584125.75,4501532,1082593.75
3365,437.2,263.33,1471178,886105.45,585072.55
1974,154.06,90.93,304114.44,179495.82,124618.62
9094,205.7,117.11,1870635.8,1064998.34,805637.46
1450,205.7,117.11,298265,169809.5,128455.5
2796,154.06,90.93,430751.76,254240.28,176511.48
8918,421.89,364.69,3762415.02,3252305.42,510109.6
2633,154.06,90.93,405639.98,239418.69,166221.29
8790,154.06,90.93,1354187.4,799274.7,554912.7
9270,205.7,117.11,1906839,1085609.7,821229.3
7983,152.58,97.44,1218046.14,777863.52,440182.62
5871,9.33,6.92,54776.43,40627.32,14149.11
5908,154.06,90.93,910186.48,537214.44,372972.04
8100,651.21,524.96,5274801,4252176,1022625
4482,81.73,56.67,366313.86,253994.94,112318.92
4121,47.45,31.79,195541.45,131006.59,64534.86
8117,154.06,90.93,1250505.02,738078.81,512426.21
4599,109.28,35.84,502578.72,164828.16,337750.56
3728,47.45,31.79,176893.6,118513.12,58380.48
2696,668.27,502.54,1801655.92,1354847.84,446808.08
728,421.89,364.69,307135.92,265494.32,41641.6
4078,437.2,263.33,1782901.6,1073859.74,709041.86
1032,205.7,117.11,212282.4,120857.52,91424.88
6908,668.27,502.54,4616409.16,3471546.32,1144862.84
9055,437.2,263.33,3958846,2384453.15,1574392.85
1851,255.28,159.42,472523.28,295086.42,177436.86
1709,9.33,6.92,15944.97,11826.28,4118.69
2070,205.7,117.11,425799,242417.7,183381.3
8409,651.21,524.96,5476024.89,4414388.64,1061636.25
3230,154.06,90.93,497613.8,293703.9,203909.9
1069,668.27,502.54,714380.63,537215.26,177165.37
3494,437.2,263.33,1527576.8,920075.02,607501.78
4104,81.73,56.67,335419.92,232573.68,102846.24
3528,421.89,364.69,1488427.92,1286626.32,201801.6
4427,81.73,56.67,361818.71,250878.09,110940.62
6493,437.2,263.33,2838739.6,1709801.69,1128937.91
1451,109.28,35.84,158565.28,52003.84,106561.44
8056,109.28,35.84,880359.68,288727.04,591632.64
7093,437.2,263.33,3101059.6,1867799.69,1233259.91
6379,154.06,90.93,982748.74,580042.47,402706.27
5764,154.06,90.93,888001.84,524120.52,363881.32
2128,205.7,117.11,437729.6,249210.08,188519.52
4381,668.27,502.54,2927690.87,2201627.74,726063.13
8465,152.58,97.44,1291589.7,824829.6,466760.1
2355,154.06,90.93,362811.3,214140.15,148671.15
1056,255.28,159.42,269575.68,168347.52,101228.16
1602,9.33,6.92,14946.66,11085.84,3860.82
8063,152.58,97.44,1230252.54,785658.72,444593.82
6536,205.7,117.11,1344455.2,765430.96,579024.24
152,421.89,364.69,64127.28,55432.88,8694.4
4071,9.33,6.92,37982.43,28171.32,9811.11
486,668.27,502.54,324779.22,244234.44,80544.78
3620,152.58,97.44,552339.6,352732.8,199606.8
4729,47.45,31.79,224391.05,150334.91,74056.14
7098,152.58,97.44,1083012.84,691629.12,391383.72
1046,421.89,364.69,441296.94,381465.74,59831.2
8919,109.28,35.84,974668.32,319656.96,655011.36
100,651.21,524.96,65121,52496,12625
5997,437.2,263.33,2621888.4,1579190.01,1042698.39
5055,81.73,56.67,413145.15,286466.85,126678.3
7746,205.7,117.11,1593352.2,907134.06,686218.14
1576,154.06,90.93,242798.56,143305.68,99492.88
6081,421.89,364.69,2565513.09,2217679.89,347833.2
7827,255.28,159.42,1998076.56,1247780.34,750296.22
5414,255.28,159.42,1382085.92,863099.88,518986.04
4471,668.27,502.54,2987835.17,2246856.34,740978.83
2660,255.28,159.42,679044.8,424057.2,254987.6
4673,437.2,263.33,2043035.6,1230541.09,812494.51
7234,109.28,35.84,790531.52,259266.56,531264.96
4097,152.58,97.44,625120.26,399211.68,225908.58
1049,205.7,117.11,215779.3,122848.39,92930.91
907,437.2,263.33,396540.4,238840.31,157700.09
8520,81.73,56.67,696339.6,482828.4,213511.2
5767,255.28,159.42,1472199.76,919375.14,552824.62
6560,109.28,35.84,716876.8,235110.4,481766.4
1840,9.33,6.92,17167.2,12732.8,4434.4
4583,668.27,502.54,3062681.41,2303140.82,759540.59
4792,154.06,90.93,738255.52,435736.56,302518.96
4504,9.33,6.92,42022.32,31167.68,10854.64
2786,81.73,56.67,227699.78,157882.62,69817.16
737,437.2,263.33,322216.4,194074.21,128142.19
6486,205.7,117.11,1334170.2,759575.46,574594.74
195,47.45,31.79,9252.75,6199.05,3053.7
9056,421.89,364.69,3820635.84,3302632.64,518003.2
2293,421.89,364.69,967393.77,836234.17,131159.6
6161,421.89,364.69,2599264.29,2246855.09,352409.2
8945,152.58,97.44,1364828.1,871600.8,493227.3
5964,437.2,263.33,2607460.8,1570500.12,1036960.68
4565,668.27,502.54,3050652.55,2294095.1,756557.45
9129,109.28,35.84,997617.12,327183.36,670433.76
6067,154.06,90.93,934682.02,551672.31,383009.71
8821,152.58,97.44,1345908.18,859518.24,486389.94
2865,255.28,159.42,731377.2,456738.3,274638.9
704,205.7,117.11,144812.8,82445.44,62367.36
6873,81.73,56.67,561730.29,389492.91,172237.38
2941,668.27,502.54,1965382.07,1477970.14,487411.93
2505,109.28,35.84,273746.4,89779.2,183967.2
6196,668.27,502.54,4140600.92,3113737.84,1026863.08
6675,152.58,97.44,1018471.5,650412,368059.5
3635,152.58,97.44,554628.3,354194.4,200433.9
8798,255.28,159.42,2245953.44,1402577.16,843376.28
920,109.28,35.84,100537.6,32972.8,67564.8
787,9.33,6.92,7342.71,5446.04,1896.67
6216,668.27,502.54,4153966.32,3123788.64,1030177.68
7056,437.2,263.33,3084883.2,1858056.48,1226826.72
187,668.27,502.54,124966.49,93974.98,30991.51
4520,205.7,117.11,929764,529337.2,400426.8
5997,651.21,524.96,3905306.37,3148185.12,757121.25
2592,9.33,6.92,24183.36,17936.64,6246.72
9310,421.89,364.69,3927795.9,3395263.9,532532
3187,421.89,364.69,1344563.43,1162267.03,182296.4
8290,437.2,263.33,3624388,2183005.7,1441382.3
719,81.73,56.67,58763.87,40745.73,18018.14
3602,651.21,524.96,2345658.42,1890905.92,454752.5
2101,152.58,97.44,320570.58,204721.44,115849.14
8408,437.2,263.33,3675977.6,2214078.64,1461898.96
6748,651.21,524.96,4394365.08,3542430.08,851935
8374,152.58,97.44,1277704.92,815962.56,461742.36
6574,9.33,6.92,61335.42,45492.08,15843.34
1664,668.27,502.54,1112001.28,836226.56,275774.72
5992,47.45,31.79,284320.4,190485.68,93834.72
8940,109.28,35.84,976963.2,320409.6,656553.6
1918,152.58,97.44,292648.44,186889.92,105758.52
3368,47.45,31.79,159811.6,107068.72,52742.88
3765,9.33,6.92,35127.45,26053.8,9073.65
612,81.73,56.67,50018.76,34682.04,15336.72
3447,255.28,159.42,879950.16,549520.74,330429.42
8836,205.7,117.11,1817565.2,1034783.96,782781.24
5378,109.28,35.84,587707.84,192747.52,394960.32
8703,651.21,524.96,5667480.63,4568726.88,1098753.75
6472,47.45,31.79,307096.4,205744.88,101351.52
3377,651.21,524.96,2199136.17,1772789.92,426346.25
6143,81.73,56.67,502067.39,348123.81,153943.58
8524,421.89,364.69,3596190.36,3108617.56,487572.8
6306,109.28,35.84,689119.68,226007.04,463112.64
2306,205.7,117.11,474344.2,270055.66,204288.54
1374,255.28,159.42,350754.72,219043.08,131711.64
5389,205.7,117.11,1108517.3,631105.79,477411.51
8262,109.28,35.84,902871.36,296110.08,606761.28
935,154.06,90.93,144046.1,85019.55,59026.55
6383,437.2,263.33,2790647.6,1680835.39,1109812.21
4609,651.21,524.96,3001426.89,2419540.64,581886.25
7651,205.7,117.11,1573810.7,896008.61,677802.09
4576,421.89,364.69,1930568.64,1668821.44,261747.2
6482,9.33,6.92,60477.06,44855.44,15621.62
1499,81.73,56.67,122513.27,84948.33,37564.94
9788,205.7,117.11,2013391.6,1146272.68,867118.92
8542,81.73,56.67,698137.66,484075.14,214062.52
6984,668.27,502.54,4667197.68,3509739.36,1157458.32
1369,47.45,31.79,64959.05,43520.51,21438.54
9983,152.58,97.44,1523206.14,972743.52,550462.62
8144,47.45,31.79,386432.8,258897.76,127535.04
3201,651.21,524.96,2084523.21,1680396.96,404126.25
9532,668.27,502.54,6369949.64,4790211.28,1579738.36
3550,668.27,502.54,2372358.5,1784017,588341.5
8697,109.28,35.84,950408.16,311700.48,638707.68
446,152.58,97.44,68050.68,43458.24,24592.44
1302,47.45,31.79,61779.9,41390.58,20389.32
5802,109.28,35.84,634042.56,207943.68,426098.88
5512,154.06,90.93,849178.72,501206.16,347972.56
4031,205.7,117.11,829176.7,472070.41,357106.29
1990,255.28,159.42,508007.2,317245.8,190761.4
2049,154.06,90.93,315668.94,186315.57,129353.37
3901,109.28,35.84,426301.28,139811.84,286489.44
9269,421.89,364.69,3910498.41,3380311.61,530186.8
6909,205.7,117.11,1421181.3,809112.99,612068.31
7606,81.73,56.67,621638.38,431032.02,190606.36
9178,9.33,6.92,85630.74,63511.76,22118.98
1473,437.2,263.33,643995.6,387885.09,256110.51
1372,154.06,90.93,211370.32,124755.96,86614.36
7784,668.27,502.54,5201813.68,3911771.36,1290042.32
6654,437.2,263.33,2909128.8,1752197.82,1156930.98
5954,154.06,90.93,917273.24,541397.22,375876.02
690,205.7,117.11,141933,80805.9,61127.1
7897,255.28,159.42,2015946.16,1258939.74,757006.42
1643,81.73,56.67,134282.39,93108.81,41173.58
8026,9.33,6.92,74882.58,55539.92,19342.66
177,81.73,56.67,14466.21,10030.59,4435.62
3256,81.73,56.67,266112.88,184517.52,81595.36
9456,152.58,97.44,1442796.48,921392.64,521403.84
3001,437.2,263.33,1312037.2,790253.33,521783.87
5145,152.58,97.44,785024.1,501328.8,283695.3
9174,152.58,97.44,1399768.92,893914.56,505854.36
5407,255.28,159.42,1380298.96,861983.94,518315.02
6190,9.33,6.92,57752.7,42834.8,14917.9
906,9.33,6.92,8452.98,6269.52,2183.46
964,109.28,35.84,105345.92,34549.76,70796.16
4807,651.21,524.96,3130366.47,2523482.72,606883.75
2908,668.27,502.54,1943329.16,1461386.32,481942.84
2773,255.28,159.42,707891.44,442071.66,265819.78
3938,109.28,35.84,430344.64,141137.92,289206.72
2969,154.06,90.93,457404.14,269971.17,187432.97
8466,109.28,35.84,925164.48,303421.44,621743.04
6059,154.06,90.93,933449.54,550944.87,382504.67
3408,255.28,159.42,869994.24,543303.36,326690.88
5206,152.58,97.44,794331.48,507272.64,287058.84
8177,668.27,502.54,5464443.79,4109269.58,1355174.21
6075,651.21,524.96,3956100.75,3189132,766968.75
4687,668.27,502.54,3132181.49,2355404.98,776776.51
6831,9.33,6.92,63733.23,47270.52,16462.71
7353,81.73,56.67,600960.69,416694.51,184266.18
8136,651.21,524.96,5298244.56,4271074.56,1027170
3089,47.45,31.79,146573.05,98199.31,48373.74
3155,109.28,35.84,344778.4,113075.2,231703.2
1307,152.58,97.44,199422.06,127354.08,72067.98
7552,668.27,502.54,5046775.04,3795182.08,1251592.96
3924,437.2,263.33,1715572.8,1033306.92,682265.88
9491,421.89,364.69,4004157.99,3461272.79,542885.2
5352,81.73,56.67,437418.96,303297.84,134121.12
9636,154.06,90.93,1484522.16,876201.48,608320.68
2505,651.21,524.96,1631281.05,1315024.8,316256.25
1152,152.58,97.44,175772.16,112250.88,63521.28
4799,255.28,159.42,1225088.72,765056.58,460032.14
9702,81.73,56.67,792944.46,549812.34,243132.12
4146,205.7,117.11,852832.2,485538.06,367294.14
3450,47.45,31.79,163702.5,109675.5,54027
4961,154.06,90.93,764291.66,451103.73,313187.93
3061,109.28,35.84,334506.08,109706.24,224799.84
4159,437.2,263.33,1818314.8,1095189.47,723125.33
1698,47.45,31.79,80570.1,53979.42,26590.68
1152,152.58,97.44,175772.16,112250.88,63521.28
5025,255.28,159.42,1282782,801085.5,481696.5
7855,205.7,117.11,1615773.5,919899.05,695874.45
1208,437.2,263.33,528137.6,318102.64,210034.96
8682,668.27,502.54,5801920.14,4363052.28,1438867.86
909,421.89,364.69,383498.01,331503.21,51994.8
548,255.28,159.42,139893.44,87362.16,52531.28
7293,109.28,35.84,796979.04,261381.12,535597.92
2866,205.7,117.11,589536.2,335637.26,253898.94
6023,421.89,364.69,2541043.47,2196527.87,344515.6
7550,255.28,159.42,1927364,1203621,723743
5265,255.28,159.42,1344049.2,839346.3,504702.9
9015,154.06,90.93,1388850.9,819733.95,569116.95
5681,9.33,6.92,53003.73,39312.52,13691.21
4174,421.89,364.69,1760968.86,1522216.06,238752.8
436,205.7,117.11,89685.2,51059.96,38625.24
2442,81.73,56.67,199584.66,138388.14,61196.52
5195,255.28,159.42,1326179.6,828186.9,497992.7
5732,81.73,56.67,468476.36,324832.44,143643.92
8120,9.33,6.92,75759.6,56190.4,19569.2
8459,437.2,263.33,3698274.8,2227508.47,1470766.33
9877,152.58,97.44,1507032.66,962414.88,544617.78
7536,81.73,56.67,615917.28,427065.12,188852.16
3629,668.27,502.54,2425151.83,1823717.66,601434.17
2378,205.7,117.11,489154.6,278487.58,210667.02
5040,205.7,117.11,1036728,590234.4,446493.6
4900,81.73,56.67,400477,277683,122794
2275,81.73,56.67,185935.75,128924.25,57011.5
9514,109.28,35.84,1039689.92,340981.76,698708.16
5997,255.28,159.42,1530914.16,956041.74,574872.42
3135,47.45,31.79,148755.75,99661.65,49094.1
9370,437.2,263.33,4096564,2467402.1,1629161.9
5177,9.33,6.92,48301.41,35824.84,12476.57
8059,668.27,502.54,5385587.93,4049969.86,1335618.07
7554,668.27,502.54,5048111.58,3796187.16,1251924.42
228,109.28,35.84,24915.84,8171.52,16744.32
4680,47.45,31.79,222066,148777.2,73288.8
6540,651.21,524.96,4258913.4,3433238.4,825675
3469,9.33,6.92,32365.77,24005.48,8360.29
160,421.89,364.69,67502.4,58350.4,9152
3336,47.45,31.79,158293.2,106051.44,52241.76
6752,651.21,524.96,4396969.92,3544529.92,852440
6194,109.28,35.84,676880.32,221992.96,454887.36
4480,81.73,56.67,366150.4,253881.6,112268.8
6458,651.21,524.96,4205514.18,3390191.68,815322.5
4007,47.45,31.79,190132.15,127382.53,62749.62
1041,154.06,90.93,160376.46,94658.13,65718.33
8499,9.33,6.92,79295.67,58813.08,20482.59
9357,109.28,35.84,1022532.96,335354.88,687178.08
3619,205.7,117.11,744428.3,423821.09,320607.21
3321,154.06,90.93,511633.26,301978.53,209654.73
7531,109.28,35.84,822987.68,269911.04,553076.64
7347,255.28,159.42,1875542.16,1171258.74,704283.42
899,437.2,263.33,393042.8,236733.67,156309.13
8348,255.28,159.42,2131077.44,1330838.16,800239.28
6887,9.33,6.92,64255.71,47658.04,16597.67
5739,421.89,364.69,2421226.71,2092955.91,328270.8
1159,651.21,524.96,754752.39,608428.64,146323.75
1434,651.21,524.96,933835.14,752792.64,181042.5
1880,255.28,159.42,479926.4,299709.6,180216.8
9847,651.21,524.96,6412464.87,5169281.12,1243183.75
9714,255.28,159.42,2479789.92,1548605.88,931184.04
7892,47.45,31.79,374475.4,250886.68,123588.72
7824,9.33,6.92,72997.92,54142.08,18855.84
4983,255.28,159.42,1272060.24,794389.86,477670.38
1874,437.2,263.33,819312.8,493480.42,325832.38
3034,81.73,56.67,247968.82,171936.78,76032.04
29,437.2,263.33,12678.8,7636.57,5042.23
6459,651.21,524.96,4206165.39,3390716.64,815448.75
2953,437.2,263.33,1291051.6,777613.49,513438.11
2172,152.58,97.44,331403.76,211639.68,119764.08
3809,255.28,159.42,972361.52,607230.78,365130.74
9587,47.45,31.79,454903.15,304770.73,150132.42
8262,437.2,263.33,3612146.4,2175632.46,1436513.94
619,668.27,502.54,413659.13,311072.26,102586.87
4476,47.45,31.79,212386.2,142292.04,70094.16
9682,109.28,35.84,1058048.96,347002.88,711046.08
3115,154.06,90.93,479896.9,283246.95,196649.95
3688,421.89,364.69,1555930.32,1344976.72,210953.6
7343,437.2,263.33,3210359.6,1933632.19,1276727.41
2054,205.7,117.11,422507.8,240543.94,181963.86
2824,255.28,159.42,720910.72,450202.08,270708.64
6691,651.21,524.96,4357246.11,3512507.36,844738.75
7722,205.7,117.11,1588415.4,904323.42,684091.98
2016,437.2,263.33,881395.2,530873.28,350521.92
2702,154.06,90.93,416270.12,245692.86,170577.26
4941,109.28,35.84,539952.48,177085.44,362867.04
926,668.27,502.54,618818.02,465352.04,153465.98
4881,437.2,263.33,2133973.2,1285313.73,848659.47
8060,81.73,56.67,658743.8,456760.2,201983.6
3750,81.73,56.67,306487.5,212512.5,93975
2267,9.33,6.92,21151.11,15687.64,5463.47
5962,651.21,524.96,3882514.02,3129811.52,752702.5
4212,152.58,97.44,642666.96,410417.28,232249.68
8430,437.2,263.33,3685596,2219871.9,1465724.1
7058,205.7,117.11,1451830.6,826562.38,625268.22
570,255.28,159.42,145509.6,90869.4,54640.2
6470,421.89,364.69,2729628.3,2359544.3,370084
4295,152.58,97.44,655331.1,418504.8,236826.3
611,154.06,90.93,94130.66,55558.23,38572.43
4019,9.33,6.92,37497.27,27811.48,9685.79
146,668.27,502.54,97567.42,73370.84,24196.58
6656,668.27,502.54,4448005.12,3344906.24,1103098.88
8239,9.33,6.92,76869.87,57013.88,19855.99
1620,154.06,90.93,249577.2,147306.6,102270.6
554,668.27,502.54,370221.58,278407.16,91814.42
826,255.28,159.42,210861.28,131680.92,79180.36
5254,205.7,117.11,1080747.8,615295.94,465451.86
8687,651.21,524.96,5657061.27,4560327.52,1096733.75
